MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.000|+0.000|+0.002|+0.001|-0.000|-0.005|+0.000|+0.000|+0.003|-0.001|-0.002|+0.000|+1.363|+1.384|+0.000|-0.005|+0.000|+1.357|+1.384|
002:+0.000|+0.000|+0.000|+0.001|+0.001|+0.000|+0.004|-0.001|+0.000|-0.002|+0.000|+0.002|-0.001|+1.357|+1.385|+0.000|-0.002|-0.000|+1.355|+1.385|
003:+0.001|+0.000|+0.000|+0.002|+0.002|+0.000|-0.003|-0.000|+0.000|+0.001|-0.000|-0.002|-0.000|+1.362|+1.384|+0.000|-0.004|-0.000|+1.358|+1.384|
004:+0.001|+0.000|+0.000|+0.002|+0.002|-0.000|+0.003|+0.000|+0.000|-0.001|+0.000|+0.002|+0.000|+1.359|+1.383|+0.000|-0.003|-0.000|+1.355|+1.383|
005:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|-0.000|+0.000|+0.000|+0.006|-0.000|+0.006|+0.000|+1.362|+1.384|+0.000|-0.004|+0.000|+1.357|+1.384|
006:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|-0.003|-0.001|+0.000|-0.005|+0.000|-0.008|-0.001|+1.361|+1.384|+0.000|+0.002|+0.000|+1.363|+1.384|
007:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|-0.002|+0.000|+0.000|+0.007|-0.000|+0.006|+0.000|+1.358|+1.383|+0.000|-0.003|+0.000|+1.355|+1.383|
008:+0.001|+0.000|+0.000|+0.002|+0.002|-0.000|-0.000|+0.000|+0.000|-0.003|+0.001|-0.004|+0.000|+1.356|+1.384|+0.000|+0.004|-0.000|+1.361|+1.384|
009:+0.000|+0.000|+0.000|+0.002|+0.001|+0.000|+0.001|-0.000|+0.000|+0.001|-0.000|+0.003|-0.000|+1.356|+1.384|+0.000|+0.001|+0.001|+1.356|+1.384|
010:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|+0.002|+0.000|+0.000|-0.006|+0.000|-0.004|+0.000|+1.357|+1.384|+0.000|+0.002|+0.000|+1.359|+1.384|
011:+0.000|+0.000|+0.000|+0.002|+0.002|-0.000|+0.002|-0.001|+0.000|+0.003|-0.000|+0.005|-0.001|+1.359|+1.384|+0.000|-0.003|+0.000|+1.355|+1.384|
012:+0.000|+0.000|+0.000|+0.003|+0.003|+0.000|-0.001|+0.001|+0.000|+0.003|+0.000|+0.002|+0.001|+1.361|+1.383|+0.000|-0.001|+0.000|+1.360|+1.383|
013:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|-0.002|-0.000|+0.000|-0.005|-0.000|-0.007|-0.000|+1.360|+1.384|+0.000|+0.002|+0.000|+1.361|+1.384|
014:+0.000|+0.000|+0.000|+0.002|+0.002|-0.000|+0.003|-0.000|+0.000|+0.007|+0.000|+0.010|-0.000|+1.358|+1.384|+0.000|-0.003|-0.000|+1.355|+1.384|
015:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|+0.001|+0.000|+0.000|-0.001|+0.000|+0.000|+0.000|+1.361|+1.384|+0.000|+0.004|+0.000|+1.365|+1.384|
