MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|-0.005|+0.001|+0.000|+0.003|+0.000|-0.003|+0.001|+1.363|+1.384|+0.000|-0.002|-0.000|+1.361|+1.384|
002:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|+0.003|-0.000|+0.000|-0.001|+0.000|+0.002|-0.000|+1.358|+1.384|+0.000|+0.001|-0.000|+1.358|+1.384|
003:+0.000|+0.000|+0.000|+0.002|+0.001|+0.000|+0.002|-0.000|+0.000|-0.001|+0.000|+0.001|-0.000|+1.360|+1.384|+0.000|-0.000|+0.000|+1.360|+1.384|
004:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|-0.003|+0.001|+0.000|+0.007|-0.000|+0.004|+0.001|+1.362|+1.384|+0.000|-0.001|+0.000|+1.361|+1.384|
005:+0.000|+0.000|+0.000|+0.001|+0.002|+0.000|-0.001|-0.000|+0.000|-0.006|-0.000|-0.007|-0.000|+1.359|+1.384|+0.000|+0.006|-0.000|+1.365|+1.384|
006:+0.001|+0.000|+0.000|+0.001|+0.002|+0.000|-0.000|+0.000|+0.000|+0.003|-0.000|+0.003|+0.000|+1.358|+1.384|+0.000|+0.000|-0.000|+1.359|+1.384|
007:+0.001|+0.000|+0.000|+0.001|+0.002|+0.000|-0.001|-0.001|+0.000|-0.004|+0.000|-0.005|-0.001|+1.358|+1.385|+0.000|+0.003|-0.000|+1.362|+1.385|
008:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|-0.000|+0.001|+0.000|+0.004|+0.000|+0.003|+0.001|+1.357|+1.383|+0.000|-0.001|-0.000|+1.356|+1.383|
009:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|+0.005|-0.000|+0.000|-0.005|+0.000|-0.000|-0.000|+1.357|+1.384|+0.000|+0.003|+0.000|+1.360|+1.384|
010:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|-0.008|+0.000|+0.000|+0.005|-0.000|-0.002|+0.000|+1.362|+1.384|+0.000|-0.002|+0.000|+1.359|+1.384|
011:+0.000|+0.000|+0.000|+0.002|+0.002|+0.000|+0.005|-0.000|+0.000|-0.001|+0.000|+0.003|-0.000|+1.354|+1.384|+0.000|+0.003|-0.000|+1.357|+1.384|
012:+0.000|+0.000|+0.000|+0.002|+0.001|+0.000|+0.001|+0.000|+0.000|-0.002|-0.001|-0.001|+0.000|+1.359|+1.384|+0.000|+0.002|+0.000|+1.360|+1.384|
013:+0.001|+0.000|+0.000|+0.001|+0.002|+0.000|+0.001|-0.000|+0.000|-0.001|+0.000|-0.000|-0.000|+1.359|+1.384|+0.000|-0.001|-0.000|+1.359|+1.384|
014:+0.001|+0.000|+0.000|+0.002|+0.002|-0.000|+0.000|+0.001|+0.000|+0.004|+0.000|+0.004|+0.001|+1.360|+1.384|+0.000|-0.002|-0.000|+1.358|+1.384|
015:+0.000|+0.000|+0.000|+0.001|+0.001|+0.000|+0.002|-0.001|+0.000|-0.007|+0.001|-0.006|-0.001|+1.360|+1.384|+0.000|+0.002|-0.000|+1.363|+1.384|
016:+0.000|+0.000|+0.000|+0.003|+0.002|+0.000|-0.004|+0.001|+0.000|+0.005|-0.001|+0.002|+0.001|+1.362|+1.383|+0.000|-0.005|+0.001|+1.357|+1.383|
017:+0.001|+0.000|+0.000|+0.002|+0.002|+0.000|+0.005|-0.000|+0.000|-0.008|-0.000|-0.002|-0.000|+1.359|+1.384|+0.000|-0.000|+0.000|+1.359|+1.384|
018:+0.001|+0.000|+0.000|+0.002|+0.002|-0.000|-0.004|+0.001|+0.000|+0.008|+0.000|+0.003|+0.001|+1.364|+1.383|+0.000|-0.008|-0.000|+1.356|+1.383|
019:+0.000|+0.000|+0.000|+0.002|+0.001|+0.000|+0.001|+0.000|+0.000|+0.000|+0.000|+0.001|+0.000|+1.360|+1.384|+0.000|+0.000|+0.000|+1.360|+1.384|
020:+0.000|+0.000|+0.000|+0.002|+0.001|+0.000|+0.000|-0.000|+0.000|+0.001|+0.000|+0.001|-0.000|+1.361|+1.384|+0.000|+0.000|+0.000|+1.361|+1.384|
021:+0.000|+0.000|+0.000|+0.002|+0.001|-0.000|-0.004|+0.000|+0.000|-0.002|-0.000|-0.006|+0.000|+1.361|+1.384|+0.000|+0.002|+0.000|+1.363|+1.384|
022:+0.000|+0.000|+0.000|+0.001|+0.001|-0.000|-0.001|-0.000|+0.000|+0.004|+0.000|+0.003|-0.000|+1.357|+1.384|+0.000|-0.000|-0.000|+1.357|+1.384|
