MI|TE1|rTE1|TE2|rTE2|2|3_1|3_2|4_1|4_2|5|6_1|6_2|3_1_I|3_2_I|4_1_I|4_2_I|5_I|6_1_I|6_2_I|
001:+0.000|+0.001|+1.329|+1.329|+0.001|+0.000|+0.001|+0.000|+0.011|-0.006|+0.000|+0.000|+0.005|+1.326|+0.000|-0.009|+0.001|-0.000|+0.000|+1.319|
002:+0.000|+0.002|+1.324|+1.324|+0.002|+0.000|-0.002|+0.000|-0.001|+0.002|-0.000|+0.000|-0.001|+1.327|+0.000|+0.002|-0.005|+0.000|+0.000|+1.324|
003:+0.001|+0.002|+1.324|+1.324|+0.002|+0.000|+0.002|+0.000|-0.004|+0.001|-0.000|+0.000|-0.000|+1.325|+0.000|+0.001|-0.003|+0.000|+0.000|+1.323|
004:+0.000|+0.001|+1.327|+1.327|+0.001|+0.000|-0.006|-0.000|+0.004|+0.002|-0.000|+0.000|-0.001|+1.327|+0.000|-0.002|-0.002|-0.000|+0.000|+1.323|
005:+0.001|+0.002|+1.323|+1.323|+0.002|+0.000|+0.000|-0.000|-0.009|+0.003|+0.001|+0.000|-0.006|+1.321|+0.000|+0.001|+0.000|-0.000|+0.000|+1.323|
006:+0.001|+0.001|+1.326|+1.326|+0.001|+0.000|-0.001|+0.000|-0.001|+0.008|+0.000|+0.000|+0.006|+1.321|-0.000|-0.007|+0.004|+0.000|+0.000|+1.317|
007:+0.000|+0.002|+1.333|+1.333|+0.002|+0.000|-0.000|+0.000|+0.005|-0.007|-0.000|+0.000|-0.002|+1.320|+0.000|-0.008|+0.012|+0.000|+0.000|+1.323|
008:+0.000|+0.003|+1.328|+1.327|+0.003|+0.000|+0.005|-0.000|+0.005|-0.007|+0.000|+0.000|+0.003|+1.319|+0.000|-0.003|+0.005|-0.000|+0.000|+1.321|
009:+0.000|+0.002|+1.325|+1.325|+0.002|-0.000|-0.002|+0.000|+0.003|-0.002|-0.000|+0.000|-0.001|+1.325|+0.000|+0.002|-0.002|-0.000|+0.000|+1.325|
010:+0.001|+0.001|+1.320|+1.320|+0.001|-0.000|+0.000|-0.000|-0.010|+0.004|+0.000|+0.000|-0.006|+1.323|+0.000|+0.005|-0.004|-0.000|+0.000|+1.324|
011:+0.000|+0.002|+1.325|+1.325|+0.002|+0.000|+0.003|+0.000|+0.004|+0.001|-0.000|+0.000|+0.008|+1.323|-0.000|-0.005|-0.000|+0.000|+0.000|+1.318|
012:+0.000|+0.002|+1.328|+1.328|+0.002|-0.000|-0.005|-0.000|-0.003|+0.007|-0.000|+0.000|-0.001|+1.326|+0.000|-0.001|+0.000|-0.000|+0.000|+1.326|
013:+0.000|+0.002|+1.331|+1.331|+0.002|+0.000|+0.003|+0.000|+0.006|-0.010|-0.000|+0.000|-0.001|+1.321|+0.000|-0.004|+0.007|-0.000|+0.000|+1.325|
014:+0.001|+0.001|+1.323|+1.323|+0.001|+0.000|-0.000|+0.000|-0.002|+0.004|+0.000|+0.000|+0.002|+1.324|+0.000|+0.003|-0.002|-0.000|+0.000|+1.324|
015:+0.000|+0.002|+1.328|+1.328|+0.002|-0.000|-0.002|+0.000|-0.008|+0.004|+0.000|+0.000|-0.006|+1.324|+0.000|+0.001|+0.002|-0.000|+0.000|+1.326|
016:+0.000|+0.002|+1.329|+1.329|+0.002|-0.000|+0.004|-0.000|+0.011|-0.010|-0.000|+0.000|+0.006|+1.322|+0.000|-0.007|+0.006|+0.000|+0.000|+1.320|
017:+0.000|+0.002|+1.324|+1.324|+0.002|+0.000|-0.005|+0.000|+0.005|+0.002|+0.000|+0.000|+0.003|+1.326|+0.000|+0.004|-0.004|-0.000|+0.000|+1.326|
018:+0.001|+0.002|+1.321|+1.321|+0.002|-0.000|+0.002|-0.000|-0.007|+0.004|-0.000|+0.000|-0.001|+1.321|+0.000|+0.009|-0.002|+0.000|+0.000|+1.328|
019:+0.001|+0.002|+1.328|+1.327|+0.002|-0.000|+0.001|-0.000|-0.005|-0.005|+0.000|+0.000|-0.009|+1.323|+0.000|+0.002|+0.002|-0.000|+0.000|+1.327|
020:+0.000|+0.001|+1.323|+1.323|+0.001|+0.000|-0.004|+0.000|+0.006|+0.005|+0.000|+0.000|+0.006|+1.324|-0.000|-0.003|-0.002|-0.000|+0.000|+1.319|
021:+0.000|+0.002|+1.325|+1.325|+0.002|+0.000|+0.003|-0.000|-0.005|+0.001|-0.000|+0.000|-0.001|+1.320|+0.000|+0.003|+0.003|+0.000|+0.000|+1.325|
